Year,ReefID,ReefName,Long,Lat,DHW5k,Sector,SectorThree,SectorFour,Score,Habitat
2016,09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,8.454476,North,North,FarNorth,4,C
2016,09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,8.454476,North,North,FarNorth,4,C
2016,09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,8.454476,North,North,FarNorth,4,F
2016,09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,8.454476,North,North,FarNorth,4,F
2016,09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,8.454476,North,North,FarNorth,4,U
2016,09-366,U/N Reef,143.3131916,-9.341446348,7.924551,North,North,FarNorth,3,C
2016,09-366,U/N Reef,143.3131916,-9.341446348,7.924551,North,North,FarNorth,3,L
2016,09-368,U/N Reef,143.3491634,-9.355145898,7.966181,North,North,FarNorth,3,C
2016,09-368,U/N Reef,143.3491634,-9.355145898,7.966181,North,North,FarNorth,3,C
2016,09-368,U/N Reef,143.3491634,-9.355145898,7.966181,North,North,FarNorth,3,L
2016,09-358a,Kokope Reef,143.196397,-9.355257,8.531778,North,North,FarNorth,4,C
2016,09-358a,Kokope Reef,143.196397,-9.355257,8.531778,North,North,FarNorth,4,C
2016,09-358a,Kokope Reef,143.196397,-9.355257,8.531778,North,North,FarNorth,4,U
2016,09-355,Wapa Reef,143.130404,-9.481016,9.280328,North,North,FarNorth,4,C
2016,09-355,Wapa Reef,143.130404,-9.481016,9.280328,North,North,FarNorth,4,C
2016,09-355,Wapa Reef,143.130404,-9.481016,9.280328,North,North,FarNorth,4,C
2016,09-355,Wapa Reef,143.130404,-9.481016,9.280328,North,North,FarNorth,4,C
2016,09-355,Wapa Reef,143.130404,-9.481016,9.280328,North,North,FarNorth,4,L
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,1,C
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,1,C
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,2,C
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,1,L
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,2,L
2016,09-424,Stephens (Ugar) Island,143.547044,-9.506308,3.735742,North,North,FarNorth,0,U
2016,09-423,U/N Reef,143.5140228,-9.551694989,3.296463,North,North,FarNorth,1,C
2016,09-423,U/N Reef,143.5140228,-9.551694989,3.296463,North,North,FarNorth,2,C
2016,09-423,U/N Reef,143.5140228,-9.551694989,3.296463,North,North,FarNorth,1,F
2016,09-423,U/N Reef,143.5140228,-9.551694989,3.296463,North,North,FarNorth,2,L
2016,09-419a,Campbell (Kapker) Island Reef,143.493229,-9.566411,4.248187,North,North,FarNorth,4,C
2016,09-419a,Campbell (Kapker) Island Reef,143.493229,-9.566411,4.248187,North,North,FarNorth,4,C
2016,09-419a,Campbell (Kapker) Island Reef,143.493229,-9.566411,4.248187,North,North,FarNorth,3,C
2016,09-419a,Campbell (Kapker) Island Reef,143.493229,-9.566411,4.248187,North,North,FarNorth,4,U
2016,09-410,Keats (Pentrick) Island,143.430602,-9.687788,4.15114,North,North,FarNorth,3,C
2016,09-410,Keats (Pentrick) Island,143.430602,-9.687788,4.15114,North,North,FarNorth,2,C
2016,09-394,Warrior Reef,143.0928,-9.69028,8.501038,North,North,FarNorth,4,C
2016,09-394,Warrior Reef,143.0928,-9.69028,8.501038,North,North,FarNorth,4,C
2016,09-394,Warrior Reef,143.0928,-9.69028,8.501038,North,North,FarNorth,4,C
2016,09-394,Warrior Reef,143.0928,-9.69028,8.501038,North,North,FarNorth,4,L
2016,09-409,Masig Island,143.408802,-9.751925,4.02448,North,North,FarNorth,1,C
2016,09-409,Masig Island,143.408802,-9.751925,4.02448,North,North,FarNorth,2,C
2016,09-378,Tudu Island,142.97189,-9.803341,8.80465,North,North,FarNorth,4,C
2016,09-378,Tudu Island,142.97189,-9.803341,8.80465,North,North,FarNorth,4,C
2016,09-378,Tudu Island,142.97189,-9.803341,8.80465,North,North,FarNorth,4,C
2016,09-378,Tudu Island,142.97189,-9.803341,8.80465,North,North,FarNorth,4,C
2016,09-408,Kabbikane Islet,143.407515,-9.821474,4.083065,North,North,FarNorth,2,C
2016,09-408,Kabbikane Islet,143.407515,-9.821474,4.083065,North,North,FarNorth,2,C
2016,09-372,Zagai Island,142.932236,-9.854157,8.867446,North,North,FarNorth,4,C
2016,09-372,Zagai Island,142.932236,-9.854157,8.867446,North,North,FarNorth,4,C
2016,09-407,Aukane Islet,143.3934,-9.86982,4.090454,North,North,FarNorth,2,C
2016,09-376,Dungeness (Jeaka) Reef,142.936186,-9.884068,8.867446,North,North,FarNorth,3,C
2016,09-376,Dungeness (Jeaka) Reef,142.936186,-9.884068,8.867446,North,North,FarNorth,4,C
2016,09-376,Dungeness (Jeaka) Reef,142.936186,-9.884068,8.867446,North,North,FarNorth,3,F
2016,09-376,Dungeness (Jeaka) Reef,142.98632,-9.939992,8.867446,North,North,FarNorth,4,C
2016,09-376,Dungeness (Jeaka) Reef,142.98632,-9.939992,8.867446,North,North,FarNorth,4,C
2016,09-376,Dungeness (Jeaka) Reef,142.98632,-9.939992,8.867446,North,North,FarNorth,4,F
2016,09-376,Dungeness (Jeaka) Reef,142.98632,-9.939992,8.867446,North,North,FarNorth,4,U
2016,09-406,Mimi Islet,143.397878,-9.954496,4.089676,North,North,FarNorth,2,C
2016,09-406,Mimi Islet,143.397878,-9.954496,4.089676,North,North,FarNorth,1,U
2016,09-411,U/N Reef,143.4360369,-9.974306691,3.627103,North,North,FarNorth,2,C
2016,09-411,U/N Reef,143.4360369,-9.974306691,3.627103,North,North,FarNorth,1,C
2016,09-411,U/N Reef,143.4360369,-9.974306691,3.627103,North,North,FarNorth,1,U
2016,10-598a,Gurigur Reef,143.431807,-10.025106,3.855778,North,North,FarNorth,2,C
2016,10-598a,Gurigur Reef,143.431807,-10.025106,3.855778,North,North,FarNorth,2,C
2016,10-598a,Gurigur Reef,143.431807,-10.025106,3.855778,North,North,FarNorth,1,F
2016,10-598a,Gurigur Reef,143.431807,-10.025106,3.855778,North,North,FarNorth,2,U
2016,10-566a,Half Way (Zuizin) Island Reef,143.322156,-10.108313,6.120649,North,North,FarNorth,2,C
2016,10-566a,Half Way (Zuizin) Island Reef,143.322156,-10.108313,6.120649,North,North,FarNorth,2,C
2016,10-567,Kodnasem Reef,143.341991,-10.143424,6.120649,North,North,FarNorth,2,C
2016,10-567,Kodnasem Reef,143.341991,-10.143424,6.120649,North,North,FarNorth,3,C
2016,10-449,Suarji (Burke) Island,142.510557,-10.160559,8.299286,North,North,FarNorth,4,C
2016,10-449,Suarji (Burke) Island,142.510557,-10.160559,8.299286,North,North,FarNorth,4,C
2016,10-449,Suarji (Burke) Island,142.510557,-10.160559,8.299286,North,North,FarNorth,2,F
2016,10-449,Suarji (Burke) Island,142.510557,-10.160559,8.299286,North,North,FarNorth,4,U
2016,10-449,Suarji (Burke) Island,142.510557,-10.160559,8.299286,North,North,FarNorth,4,U
2016,10-547b,Bet (Burrar) Islet Reef,142.917661,-10.164147,8.453642,North,North,FarNorth,4,C
2016,10-547b,Bet (Burrar) Islet Reef,142.917661,-10.164147,8.453642,North,North,FarNorth,4,C
2016,10-547b,Bet (Burrar) Islet Reef,142.917661,-10.164147,8.453642,North,North,FarNorth,4,L
2016,10-547b,Bet (Burrar) Islet Reef,142.917661,-10.164147,8.453642,North,North,FarNorth,4,U
2016,10-456a,Saddle Island Reef,142.67645,-10.171965,8.138855,North,North,FarNorth,4,C
2016,10-456a,Saddle Island Reef,142.67645,-10.171965,8.138855,North,North,FarNorth,4,C
2016,10-456a,Saddle Island Reef,142.67645,-10.171965,8.138855,North,North,FarNorth,4,C
2016,10-456a,Saddle Island Reef,142.67645,-10.171965,8.138855,North,North,FarNorth,2,F
2016,10-619,Kai-Wareg Reef,143.452941,-10.179855,4.276649,North,North,FarNorth,3,C
2016,10-619,Kai-Wareg Reef,143.452941,-10.179855,4.276649,North,North,FarNorth,1,C
2016,10-450,Getullai (Pole) Island,142.515185,-10.19084,8.299286,North,North,FarNorth,4,C
2016,10-450,Getullai (Pole) Island,142.515185,-10.19084,8.299286,North,North,FarNorth,4,C
2016,10-450,Getullai (Pole) Island,142.515185,-10.19084,8.299286,North,North,FarNorth,4,U
2016,10-541,Warraber (Sue Islet),142.824348,-10.207618,8.593041,North,North,FarNorth,4,C
2016,10-541,Warraber (Sue Islet),142.824348,-10.207618,8.593041,North,North,FarNorth,4,C
2016,10-541,Warraber (Sue Islet),142.824348,-10.207618,8.593041,North,North,FarNorth,4,F
2016,10-541,Warraber (Sue Islet),142.824348,-10.207618,8.593041,North,North,FarNorth,4,U
2016,10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,8.529482,North,North,FarNorth,4,C
2016,10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,8.529482,North,North,FarNorth,3,C
2016,10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,8.529482,North,North,FarNorth,4,C
2016,10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,8.529482,North,North,FarNorth,4,C
2016,10-624,Maggi-Wareg Reef,143.487473,-10.259854,4.245595,North,North,FarNorth,0,C
2016,10-624,Maggi-Wareg Reef,143.487473,-10.259854,4.245595,North,North,FarNorth,2,C
2016,10-624,Maggi-Wareg Reef,143.487473,-10.259854,4.245595,North,North,FarNorth,0,L
2016,10-572,Maped-Au-Kap Reef,143.385979,-10.324091,5.822867,North,North,FarNorth,2,C
2016,10-572,Maped-Au-Kap Reef,143.385979,-10.324091,5.822867,North,North,FarNorth,3,C
2016,10-572,Maped-Au-Kap Reef,143.385979,-10.324091,5.822867,North,North,FarNorth,2,F
2016,10-572,Maped-Au-Kap Reef,143.385979,-10.324091,5.822867,North,North,FarNorth,2,L
2017,10-572,Maped-au-kap,143.385979,-10.324091,5.822867,North,North,FarNorth,1,L
2017,10-572,Maped-au-kap,143.385979,-10.324091,5.822867,North,North,FarNorth,1,U
2016,10-377,Travers Island,142.3627625,-10.3681736,7.985623,North,North,FarNorth,4,C
2016,10-377,Travers Island,142.3627625,-10.3681736,7.985623,North,North,FarNorth,3,C
2016,10-377,Travers Island,142.3627625,-10.3681736,7.985623,North,North,FarNorth,3,L
2016,10-565,Gubmarau Reef,143.3199616,-10.38750362,6.770187,North,North,FarNorth,4,C
2016,10-565,Gubmarau Reef,143.3199616,-10.38750362,6.770187,North,North,FarNorth,4,C
2016,10-565,Gubmarau Reef,143.3199616,-10.38750362,6.770187,North,North,FarNorth,4,F
2016,10-565,Gubmarau Reef,143.3199616,-10.38750362,6.770187,North,North,FarNorth,4,L
2017,10-565,Gubmarau Reef,143.31666,-10.389905,6.770187,North,North,FarNorth,0,L
2017,10-565,Gubmarau Reef,143.31666,-10.389905,6.770187,North,North,FarNorth,0,L
2016,10-562,Susur Reef,143.2475739,-10.4130106,8.139956,North,North,FarNorth,4,C
2016,10-562,Susur Reef,143.2475739,-10.4130106,8.139956,North,North,FarNorth,3,C
2016,10-583,Au-Masig-Reef,143.291275,-10.47605515,8.15887,North,North,FarNorth,3,C
2016,10-583,Au-Masig-Reef,143.291275,-10.47605515,8.15887,North,North,FarNorth,4,C
2016,10-583,Au-Masig-Reef,143.291275,-10.47605515,8.15887,North,North,FarNorth,4,C
2016,10-583,Au-Masig-Reef,143.291275,-10.47605515,8.15887,North,North,FarNorth,4,C
2016,10-583,Au-Masig-Reef,143.291275,-10.47605515,8.15887,North,North,FarNorth,4,F
2016,10-458b,U/N Reef,142.2964935,-10.52021313,7.95505,North,North,FarNorth,4,C
2016,10-458b,U/N Reef,142.2964935,-10.52021313,7.95505,North,North,FarNorth,4,F
2016,10-576,Dugong (Athub) Islet,143.099833,-10.520869,8.892903,North,North,FarNorth,4,C
2016,10-576,Dugong (Athub) Islet,143.099833,-10.520869,8.892903,North,North,FarNorth,4,C
2016,10-576,Dugong (Athub) Islet,143.099833,-10.520869,8.892903,North,North,FarNorth,4,C
2016,10-576,Dugong (Athub) Islet,143.099833,-10.520869,8.892903,North,North,FarNorth,4,C
2016,10-576,Dugong (Athub) Islet,143.099833,-10.520869,8.892903,North,North,FarNorth,4,U
2016,10-458,Wednesday (Maururra) Island,142.308422,-10.529088,7.816854,North,North,FarNorth,4,C
2016,10-458,Wednesday (Maururra) Island,142.308422,-10.529088,7.816854,North,North,FarNorth,4,F
2016,10-585,Wap Reef,143.3545532,-10.53966808,7.623455,North,North,FarNorth,4,C
2016,10-585,Wap Reef,143.3545532,-10.53966808,7.623455,North,North,FarNorth,4,C
2016,10-585,Wap Reef,143.3545532,-10.53966808,7.623455,North,North,FarNorth,4,C
2016,10-585,Wap Reef,143.3545532,-10.53966808,7.623455,North,North,FarNorth,4,F
2016,10-585,Wap Reef,143.3545532,-10.53966808,7.623455,North,North,FarNorth,4,L
2016,10-283b,U/N Reef,142.348053,-10.54893208,7.816854,North,North,FarNorth,4,C
2016,10-283b,U/N Reef,142.348053,-10.54893208,7.816854,North,North,FarNorth,4,F
2016,10-283b,U/N Reef,142.348053,-10.54893208,7.816854,North,North,FarNorth,4,U
2016,10-582a,Bayag Reef,143.2514496,-10.56016731,8.837287,North,North,FarNorth,4,C
2016,10-582a,Bayag Reef,143.2514496,-10.56016731,8.837287,North,North,FarNorth,4,C
2016,10-582a,Bayag Reef,143.2514496,-10.56016731,8.837287,North,North,FarNorth,4,C
2016,10-582a,Bayag Reef,143.2514496,-10.56016731,8.837287,North,North,FarNorth,4,U
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,C
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,C
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,C
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,C
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,C
2016,10-575,Thiwlag Reef,143.089798,-10.59838772,8.809937,North,North,FarNorth,4,F
2016,10-302,Kagar Reef,142.9126434,-10.59951687,8.663517,North,North,FarNorth,4,C
2016,10-302,Kagar Reef,142.9126434,-10.59951687,8.663517,North,North,FarNorth,4,C
2016,10-302,Kagar Reef,142.9126434,-10.59951687,8.663517,North,North,FarNorth,4,U
2016,10-503,U/N Reef,143.9238281,-10.61352062,3.067113,North,North,FarNorth,1,F
2016,10-503,U/N Reef,143.9238281,-10.61352062,3.067113,North,North,FarNorth,2,F
2016,10-503,U/N Reef,143.9238281,-10.61352062,3.067113,North,North,FarNorth,1,L
2016,09-380,U/N Reef,143.6513062,-10.6337719,3.83,North,North,FarNorth,2,C
2016,09-380,U/N Reef,143.6513062,-10.6337719,3.83,North,North,FarNorth,2,C
2016,09-380,U/N Reef,143.6513062,-10.6337719,3.83,North,North,FarNorth,2,F
2016,10-303d,Mount Adolphus (Mori) Island Reef,142.6446381,-10.63807487,8.289606,North,North,FarNorth,4,C
2016,10-303d,Mount Adolphus (Mori) Island Reef,142.6446381,-10.63807487,8.289606,North,North,FarNorth,4,C
2016,09-304,Morilug Reef,142.6821289,-10.64336491,10.45,North,North,FarNorth,4,C
2016,09-304,Morilug Reef,142.6821289,-10.64336491,10.45,North,North,FarNorth,4,C
2016,09-304,Morilug Reef,142.6821289,-10.64336491,10.45,North,North,FarNorth,4,F
2016,09-304,Morilug Reef,142.6821289,-10.64336491,10.45,North,North,FarNorth,4,U
2016,09-304,Morilug Reef,142.6821289,-10.64336491,10.45,North,North,FarNorth,4,U
2016,10-347a,U/N Reef,143.0377502,-10.64728355,9.060855,North,North,FarNorth,3,C
2016,10-347a,U/N Reef,143.0377502,-10.64728355,9.060855,North,North,FarNorth,4,C
2016,10-347a,U/N Reef,143.0377502,-10.64728355,9.060855,North,North,FarNorth,4,C
2016,10-347a,U/N Reef,143.0377502,-10.64728355,9.060855,North,North,FarNorth,4,F
2016,10-347a,U/N Reef,143.0377502,-10.64728355,9.060855,North,North,FarNorth,4,U
2016,10-303,Mount Adolphus (Mori) Island,142.6533966,-10.6502285,8.502766,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,C
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,F
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,U
2016,10-305,Kai-Damun Reef,142.8497772,-10.65218353,8.651772,North,North,FarNorth,4,U
2016,10-514,U/N Reef,143.9502716,-10.6531477,4.030231,North,North,FarNorth,3,C
2016,10-514,U/N Reef,143.9502716,-10.6531477,4.030231,North,North,FarNorth,3,C
2016,10-514,U/N Reef,143.9502716,-10.6531477,4.030231,North,North,FarNorth,3,F
2016,10-514,U/N Reef,143.9502716,-10.6531477,4.030231,North,North,FarNorth,0,L
2016,09-306,Johnson Islet,142.754303,-10.65924644,10.67,North,North,FarNorth,4,C
2016,09-306,Johnson Islet,142.754303,-10.65924644,10.67,North,North,FarNorth,4,U
2016,10-325,North Ledge,142.738327,-10.68028641,8.723702,North,North,FarNorth,4,C
2016,10-325,North Ledge,142.738327,-10.68028641,8.723702,North,North,FarNorth,4,C
2016,10-325,North Ledge,142.738327,-10.68028641,8.723702,North,North,FarNorth,4,C
2016,10-325,North Ledge,142.738327,-10.68028641,8.723702,North,North,FarNorth,4,F
2016,10-326,Meggi-Damun Reef,142.7861023,-10.68252754,8.775019,North,North,FarNorth,4,C
2016,10-326,Meggi-Damun Reef,142.7861023,-10.68252754,8.775019,North,North,FarNorth,4,C
2016,10-326,Meggi-Damun Reef,142.7861023,-10.68252754,8.775019,North,North,FarNorth,4,F
2016,10-326,Meggi-Damun Reef,142.7861023,-10.68252754,8.775019,North,North,FarNorth,4,U
2016,10-381,U/N Reef,143.9644928,-10.68788147,4.030231,North,North,FarNorth,3,C
2017,10-381,U/N Reef,143.9644928,-10.68788147,4.030231,North,North,FarNorth,3,C
2016,10-381,U/N Reef,143.9644928,-10.68788147,4.030231,North,North,FarNorth,2,F
2016,10-381,U/N Reef,143.9644928,-10.68788147,4.030231,North,North,FarNorth,2,F
2017,10-381,U/N Reef,143.9644928,-10.68788147,4.030231,North,North,FarNorth,2,F
2016,10-387,U/N Reef,143.5209961,-10.69328785,6.069826,North,North,FarNorth,4,C
2016,10-387,U/N Reef,143.5209961,-10.69328785,6.069826,North,North,FarNorth,4,U
2016,10-350,U/N Reef,143.4663239,-10.69664955,7.21516,North,North,FarNorth,4,C
2016,10-350,U/N Reef,143.4663239,-10.69664955,7.21516,North,North,FarNorth,4,C
2016,10-350,U/N Reef,143.4663239,-10.69664955,7.21516,North,North,FarNorth,4,C
2016,10-350,U/N Reef,143.4663239,-10.69664955,7.21516,North,North,FarNorth,4,F
2016,10-349,U/N Reef,143.4337463,-10.69710159,8.439094,North,North,FarNorth,4,C
2016,10-349,U/N Reef,143.4337463,-10.69710159,8.439094,North,North,FarNorth,4,C
2016,10-349,U/N Reef,143.4337463,-10.69710159,8.439094,North,North,FarNorth,4,C
2016,10-349,U/N Reef,143.4337463,-10.69710159,8.439094,North,North,FarNorth,4,F
2016,10-349,U/N Reef,143.4337463,-10.69710159,8.439094,North,North,FarNorth,4,L
2016,10-327,South Ledge,142.7324677,-10.70542622,8.690623,North,North,FarNorth,4,C
2016,10-518c,Great Woody (Kai-Yelubi) Island Reef,142.3519592,-10.70862865,8.148631,North,North,FarNorth,4,C
2016,10-518c,Great Woody (Kai-Yelubi) Island Reef,142.3519592,-10.70862865,8.148631,North,North,FarNorth,4,C
2017,10-384,U/N Reef,143.9637756,-10.70974445,3.820062,North,North,FarNorth,3,C
2016,10-384,U/N Reef,143.9637756,-10.70974445,3.820062,North,North,FarNorth,3,F
2017,10-384,U/N Reef,143.9637756,-10.70974445,3.820062,North,North,FarNorth,3,F
2017,10-384,U/N Reef,143.9637756,-10.70974445,3.820062,North,North,FarNorth,3,F
2016,10-323,Middle Brother Reef,142.6854401,-10.71178818,8.624756,North,North,FarNorth,4,C
2016,10-323,Middle Brother Reef,142.6854401,-10.71178818,8.624756,North,North,FarNorth,4,C
2016,10-323,Middle Brother Reef,142.6854401,-10.71178818,8.624756,North,North,FarNorth,4,C
2016,10-521a,Possession Island/ U/N Reef,142.4148254,-10.71356201,8.168643,North,North,FarNorth,4,C
2016,10-521a,Possession Island/ U/N Reef,142.4148254,-10.71356201,8.168643,North,North,FarNorth,4,C
2016,10-521a,Possession Island/ U/N Reef,142.4148254,-10.71356201,8.168643,North,North,FarNorth,4,F
2016,10-318a,Albany Island Reef (No 1),142.5929718,-10.71530914,8.18952,North,North,FarNorth,4,C
2016,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,3,C
2017,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,3,C
2016,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,1,F
2017,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,2,F
2016,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,1,L
2017,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,1,L
2017,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,3,F
2017,10-386,U/N Reef,143.9796143,-10.72316742,3.820062,North,North,FarNorth,2,F
2016,10-320,Mai Reef,142.6246491,-10.72395611,8.567132,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,C
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,F
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,F
2016,10-351,U/N Reef,143.1903229,-10.73180485,10.084116,North,North,FarNorth,4,U
2016,10-352,U/N Reef,143.3367767,-10.73468304,9.962299,North,North,FarNorth,4,C
2016,10-352,U/N Reef,143.3367767,-10.73468304,9.962299,North,North,FarNorth,4,C
2016,10-352,U/N Reef,143.3367767,-10.73468304,9.962299,North,North,FarNorth,4,C
2016,10-352,U/N Reef,143.3367767,-10.73468304,9.962299,North,North,FarNorth,2,F
2016,10-390,U/N Reef,143.9733429,-10.7404232,3.820062,North,North,FarNorth,1,C
2016,10-390,U/N Reef,143.9733429,-10.7404232,3.820062,North,North,FarNorth,1,F
2016,10-318c,Albany Island Reef (No 3),142.6233063,-10.7466259,8.567132,North,North,FarNorth,4,C
2016,10-318c,Albany Island Reef (No 3),142.6233063,-10.7466259,8.567132,North,North,FarNorth,4,C
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,4,C
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,3,C
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,4,C
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,3,F
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,4,U
2016,10-353,U/N Reef,143.0937347,-10.75188351,10.058123,North,North,FarNorth,4,U
2016,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,3,C
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,3,C
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,2,C
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,2,C
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,2,C
2016,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,1,F
2016,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,2,F
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,3,F
2017,10-391,Triangle Reef,143.9823456,-10.75539112,3.624979,North,North,FarNorth,3,F
2016,10-355,U/N Reef,143.324295,-10.75677586,10.236331,North,North,FarNorth,4,C
2016,10-355,U/N Reef,143.324295,-10.75677586,10.236331,North,North,FarNorth,4,C
2016,10-299,U/N Reef,143.0896149,-10.77538872,10.058123,North,North,FarNorth,4,C
2016,10-299,U/N Reef,143.0896149,-10.77538872,10.058123,North,North,FarNorth,4,C
2016,10-299,U/N Reef,143.0896149,-10.77538872,10.058123,North,North,FarNorth,4,C
2016,10-299,U/N Reef,143.0896149,-10.77538872,10.058123,North,North,FarNorth,4,U
2017,10-398,U/N Reef,143.975486,-10.77815239,3.624979,North,North,FarNorth,3,L
2017,10-330,U/N Reef,142.591629,-10.77950287,0.450623,North,North,FarNorth,3,U
2016,10-399,U/N Reef,143.9852905,-10.78567314,3.624979,North,North,FarNorth,2,C
2016,10-399,U/N Reef,143.9852905,-10.78567314,3.624979,North,North,FarNorth,3,C
2017,10-399,U/N Reef,143.9852905,-10.78567314,3.624979,North,North,FarNorth,3,C
2017,10-399,U/N Reef,143.9852905,-10.78567314,3.624979,North,North,FarNorth,3,F
2017,10-400,U/N Reef,143.9897919,-10.79434872,3.534067,North,North,FarNorth,3,C
2017,10-400,U/N Reef,143.9897919,-10.79434872,3.534067,North,North,FarNorth,2,C
2017,10-400,U/N Reef,143.9897919,-10.79434872,3.534067,North,North,FarNorth,4,F
2017,10-400,U/N Reef,143.9897919,-10.79434872,3.534067,North,North,FarNorth,3,L
2016,10-338,Womer Reef,142.9836273,-10.79982185,9.650157,North,North,FarNorth,4,C
2016,10-338,Womer Reef,142.9836273,-10.79982185,9.650157,North,North,FarNorth,4,C
2016,10-338,Womer Reef,142.9836273,-10.79982185,9.650157,North,North,FarNorth,4,C
2016,10-338,Womer Reef,142.9836273,-10.79982185,9.650157,North,North,FarNorth,4,U
2016,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,C
2016,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,4,C
2017,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,C
2017,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,C
2017,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,C
2017,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,2,C
2017,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,1,C
2016,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,F
2016,10-402,U/N Reef,144.0065918,-10.80548668,4.956318,North,North,FarNorth,3,F
